Scenario,Variable,Region,Unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
historical,CO2,World,ppm,278.0074463,278.0183105,278.0283203,278.0383301,278.0583191,278.0783081,278.0883789,278.0983887,278.1083984,278.1183777,278.1383972,278.1584778,278.1884766,278.2284851,278.2784729,278.3384705,278.4085999,278.4786072,278.5585938,278.6386108,278.7286072,278.8287354,278.9287415,279.0387268,279.1587524,279.2787476,279.3988647,279.5388794,279.6688843,279.8188782,279.9689026,280.1290894,280.289093,280.4490967,280.5891113,280.7290955,280.8593445,280.9693604,281.0793457,281.1793518,281.2693787,281.3595886,281.429657,281.4996643,281.5696716,281.639679,281.7197876,281.7999268,281.8900452,281.9901733,282.0903625,282.1903381,282.2910767,282.3813171,282.471405,282.5614929,282.6316528,282.711853,282.7816772,282.8416748,282.9117126,282.9719238,283.032074,283.0921021,283.1421814,283.2023315,283.2627258,283.3129272,283.3729248,283.4329529,283.4830322,283.5331116,283.5733032,283.6036072,283.6238098,283.644043,283.6540833,283.6645508,283.6546326,283.6445923,283.6362915,283.605835,283.5858765,283.5560608,283.5262451,283.49646,283.4678955,283.4378967,283.4182434,283.3986206,283.399353,283.4197388,283.4504395,283.5007629,283.5716248,283.6730347,283.7833862,283.9048767,284.0349731,284.1659241,284.2972717,284.4197998,284.553009,284.6763306,284.8024597,284.9152527,285.0393066,285.151886,285.2746277,285.3985596,285.5286255,285.667511,285.8052979,285.9447327,286.0947876,286.254425,286.4129028,286.5833435,286.7617798,286.941925,287.1202087,287.31073,287.4940186,287.6850891,287.8578186,288.0404358,288.2286377,288.4170837,288.6245117,288.8467712,289.0843506,289.3439941,289.6262512,289.9194336,290.2176819,290.5256348,290.8542786,291.186615,291.5454712,291.8927917,292.2506409,292.6040344,292.9522095,293.2978516,293.6299744,293.9656372,294.29776,294.622467,294.9485779,295.2918091,295.629425,295.9629822,296.2951965,296.6413879,296.9711609,297.3131104,297.6529846,298.0045166,298.3118896,298.6394043,298.9711609,299.2938232,299.6364746,300.0107727,300.3345337,300.7064514,301.1176453,301.5375061,301.9598694,302.3405762,302.8175964,303.1912842,303.6046448,304.035614,304.4050598,304.7460938,305.0674438,305.4304504,305.7359009,306.0839844,306.3782043,306.662323,306.9743652,307.3586426,307.7663574,308.192627,308.6477356,309.1062012,309.5069275,309.9403076,310.354126,310.7122803,311.0307617,311.3358154,311.5976868,311.7489624,312.0314941,312.3010559,312.5550232,312.7830505,313.0791321,313.4099121,313.7248535,314.0695801,314.4326477,314.8722839,315.3159485,315.7588806,316.2323914,316.7445374,317.5054321,318.2684021,319.0375977,319.8191833,320.6209717,321.4509583,322.3155518,323.2187195,324.1639099,325.1532898,326.1871643,327.2659607,328.3904419,329.5606384,330.7750244,332.0342102,333.3389893,334.6880798,336.0770569,337.4996338,338.9490356,340.4184265,340.8898315,342.3988647,344.0626526,345.5184631,347.0012207,348.7715759,351.2754517,352.8699036,354.0914917,355.4091187,356.3003235,357.0166321,358.3700562,360.3321533,362.1259155,363.3534851,366.0781555,367.9341431,369.232605,370.8000183,372.9081116,375.4381104,377.0999146,379.0191345,381.1603394,382.7630005,384.9279175,386.4897156,388.9011841,391.0921631,393.2440491,395.9457397,397.8326721,400.136322,403.2492676,405.2739563,407.7627563,410.3671875,412.8736877,415.1259766,417.3202515
historical,Halon-1211,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004999998,0.01,0.015000006,0.024999999,0.035000004,0.050000001,0.075000063,0.160000056,0.299999982,0.435000002,0.569999993,0.709999979,0.810000002,0.900000036,1.014999986,1.139999986,1.299999952,1.449999928,1.560000062,1.675000072,1.840000033,2.055000067,2.275000095,2.504999876,2.714999914,2.880000114,3.059999943,3.25999999,3.440000057,3.595000029,3.755000114,3.910000086,4.039999962,4.150000095,4.224999905,4.269999981,4.304999828,4.329999924,4.340000153,4.329999924,4.295000076,4.244999886,4.190000057,4.119999886,4.045000076,3.960000038,3.859999895,3.75999999,3.654999971,3.549999952,3.450000048,3.355000019,3.25999999,3.160000086,3.065000057,2.970000029
historical,Halon-1301,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005000005,0.015,0.024999995,0.035000034,0.075000033,0.144999996,0.210000008,0.274999976,0.335000008,0.410000056,0.524999976,0.639999986,0.735000014,0.850000024,1.004999995,1.185000062,1.375,1.559999943,1.745000005,1.939999938,2.11500001,2.299999952,2.46999979,2.545000076,2.579999924,2.640000105,2.694999933,2.765000105,2.839999914,2.880000114,2.914999962,2.954999924,3.00999999,3.059999943,3.089999914,3.120000124,3.154999971,3.180000067,3.200000048,3.224999905,3.25,3.279999971,3.315000057,3.335000038,3.339999914,3.339999914,3.339999914,3.345000029,3.345000029,3.345000029,3.349999905,3.349999905
historical,Halon-2402,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004999998,0.010000001,0.015,0.02,0.025000006,0.035,0.044999998,0.055000007,0.07,0.085000001,0.100000016,0.124999993,0.144999996,0.160000011,0.179999992,0.194999993,0.210000008,0.234999999,0.25999999,0.280000001,0.305000007,0.335000008,0.36500001,0.394999981,0.419999987,0.435000002,0.449999988,0.464999974,0.469999999,0.474999994,0.484999985,0.48999998,0.49000001,0.49000001,0.49000001,0.49000001,0.48999998,0.485000014,0.479999989,0.474999994,0.469999999,0.465000004,0.460000008,0.454999983,0.444999993,0.439999998,0.435000002,0.425000012,0.419999987,0.414999992,0.409999996,0.405000001,0.400000006,0.389999986,0.375,0.36500001
historical,HCFC-22,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190318,0.007634836,0.017261347,0.030893344,0.048685707,0.070837565,0.097592309,0.129237562,0.166105226,0.208571434,0.257056564,0.312025279,0.373986453,0.443493217,0.521143019,0.607577443,0.703482449,0.809588134,0.926669002,1.059999943,1.190000057,1.355000019,1.595000029,1.904999971,2.25,2.650000095,3.145000219,3.770000219,4.519999981,5.414999962,6.5,7.81000042,9.409999847,11.20499992,13.10999966,15.14500046,17.38999939,19.93499947,22.53499985,25.21500015,28.22500038,31.50999832,33.97000122,36.79500198,40.92499924,44.99499893,48.89500046,52.71500015,56.83000183,61.94499969,67.43999481,71.82499695,76.54000092,82.78500366,89.36000061,95.69499969,101.1100006,105.9049988,110.9800034,116.4449997,121.7949982,126.7300034,131.8150024,136.9450073,142.3150024,147.9949951,153.3249969,158.3249969,163.4450073,169.1300049,175.8249969,183.5299988,191.4900055,198.9799957,206.3549957,213.1199951,218.8399963,224.1450043,229.1900024,233.6100006,237.5249939,241.1699982,244.1849976,246.5549927,248.0650024,248.8450012,248.6549988
historical,HCFC-141b,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030000027,0.090000004,0.150000006,0.214999959,0.24999997,0.255000025,0.264999986,0.264999986,0.255000025,0.255000025,0.275000006,0.294999987,0.299999982,0.289999992,0.275000006,0.259999961,0.230000094,0.335000455,0.895000577,2.035000324,3.625000238,5.489999771,7.355000019,9.194999695,11.01000023,12.69499969,14.17500019,15.47999954,16.60000038,17.30999947,17.71999931,18.19000053,18.78000069,19.34499931,19.87999916,20.51000023,21.39500046,22.38999939,23.20499992,23.81500053,24.23999977,24.47500038,24.5,24.39999962,24.41500092,24.52499962,24.61999893,24.61000061
historical,HCFC-142b,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025000015,0.07,0.114999995,0.160000041,0.245000049,0.370000005,0.495000005,0.625,0.729999959,0.794999957,0.834999979,0.845000029,0.870000064,0.929999948,0.964999974,0.985000014,1.00999999,1.085000157,1.285000205,1.710000277,2.40500021,3.365000248,4.505000114,5.654999733,6.755000114,7.855000019,8.920000076,9.925000191,10.95499992,11.98499966,12.90999985,13.64999962,14.28499985,14.89500046,15.56000042,16.45499992,17.56500053,18.71500015,19.68000031,20.46500015,21.16499901,21.67499924,21.98500061,22.13500023,22.20999908,22.28999901,22.32999992,22.29999924,22.19000053,21.99500084,21.75499916,21.48999977
historical,HFC-23,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288917,0.011577852,0.026129609,0.04665038,0.073288463,0.10623455,0.145721689,0.192025319,0.245463222,0.30639559,0.375224978,0.452396274,0.538396835,0.63375622,0.739046633,0.85488236,0.981920242,1.120859385,1.272441506,1.43745029,1.616712093,1.811095715,2.021512032,2.24891448,2.493495703,2.761156082,3.041689634,3.353468418,3.687372684,4.029297829,4.363311291,4.668998241,4.994777679,5.381788254,5.795129299,6.238645554,6.688257217,7.186620712,7.76214695,8.343844414,8.865375519,9.387440681,9.99478054,10.62938023,11.30348206,12.02980232,12.7964716,13.58733273,14.37811184,15.18945408,15.91526222,16.5717659,17.26341057,18.07253265,19.01465797,20.06612396,21.03471947,21.86031914,22.56744194,23.24731064,24.05424881,24.95828056,25.97913933,27.04932022,28.04827881,28.93785667,29.96279716,31.16878319,32.46950912,33.72545624,34.86931229,35.85990906
historical,HFC-32,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500001,0.020000005,0.040000007,0.064999998,0.089999996,0.109999999,0.13000001,0.155000016,0.195000008,0.25000003,0.325000018,0.435000062,0.605000079,0.870000064,1.215000033,1.63500011,2.144999981,2.704999924,3.325000286,4.144999981,5.170000076,6.305000305,7.56000042,9.015000343,10.71000004,12.72500038,15.25500011,18.22500038,21.34000015,24.93000031,29.14999962,33.68000031
historical,HFC-125,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015000024,0.055000003,0.105000049,0.205000073,0.380000114,0.660000026,0.984999895,1.254999995,1.565000057,1.950000048,2.38499999,2.900000095,3.475000143,4.090000153,4.795000076,5.630000114,6.599999905,7.690000057,8.960000038,10.45499992,12.14000034,14.01500034,16.10499954,18.39500046,20.89999962,23.71999931,26.78000069,29.93000031,33.36999893,37.20999908,41.34000015
historical,HFC-134a,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007920169,0.060000088,0.200000107,0.450000077,0.800000191,1.360000372,2.285000563,3.725000381,5.600000381,8.085000992,11.19000053,14.52000046,18.02499962,21.82500076,25.96500015,30.31999969,34.70000076,38.99499893,43.42000198,48.04999924,52.79000092,57.77000046,62.81000137,67.73999786,72.72499847,77.93000031,83.47499847,89.42500305,95.65000153,101.6999969,107.4250031,114.2900009,122.125,129.5449982
historical,HFC-143a,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405105,0.0176204,0.039645888,0.070481569,0.110127449,0.158583522,0.215849787,0.281926244,0.356813014,0.504999876,0.545000017,0.580000043,0.629999995,0.705000043,0.835000038,1.030000091,1.295000076,1.63499999,2.025000095,2.465000153,2.99000001,3.600000143,4.255000114,4.954999924,5.740000248,6.635000229,7.605000019,8.645000458,9.744999886,10.89000034,12.1050005,13.39999962,14.76500034,16.19499969,17.71500015,19.33500099,21.00499916,22.64500046,24.25499916,25.92000008,27.65999985,29.43499947
historical,HFC-152a,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125000089,0.360000014,0.610000014,0.859999895,1.024999976,1.129999995,1.275000095,1.480000019,1.674999952,1.870000005,2.100000143,2.420000076,2.825000048,3.245000124,3.775000095,4.485000134,5.229999542,5.759999752,6.034999847,6.309999943,6.625,6.789999962,6.775000095,6.710000038,6.695000172,6.740000248,6.865000248,7.025000095,7.159999847,7.195000172,7.204999924,7.309999943
historical,HFC-227ea,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005000011,0.02,0.035,0.050000001,0.065000005,0.085000008,0.110000007,0.140000015,0.180000007,0.225000009,0.280000001,0.340000004,0.405000001,0.474999994,0.550000012,0.629999995,0.715000033,0.805000007,0.899999976,1,1.105000019,1.220000029,1.345000029,1.480000019,1.620000005,1.764999986,1.919999957,2.079999924
historical,HFC-236fa,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004999998,0.010000001,0.015,0.02,0.025,0.029999999,0.035,0.039999999,0.045000006,0.054999992,0.059999999,0.065000005,0.074999996,0.085000001,0.094999999,0.104999997,0.115000002,0.125,0.135000005,0.144999996,0.155000001,0.165000007,0.180000007,0.194999993,0.204999998,0.215000004,0.230000004
historical,HFC-245fa,World,ppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015000021,0.060000066,0.170000091,0.360000044,0.589999974,0.814999938,1.00999999,1.179999948,1.345000029,1.519999981,1.700000048,1.879999995,2.059999943,2.245000124,2.440000057,2.644999981,2.849999905,3.039999962,3.220000029,3.394999981,3.575000048
